LEM,POL
escondêsseis,negative
escondessem,negative
escondêssemos,negative
escondesses,negative
escondeste,negative
escondestes,negative
escondeu,negative
escondi,negative
escondia,negative
escondiam,negative
escondíamo,negative
escondíamos,negative
escondias,negative
escondida,negative
escondidas,negative
escondido,negative
escondidos,negative
escondíei,negative
escondíeis,negative
escondo,negative
esconsa,negative
esconsas,negative
esconso,negative
esconsos,negative
escoriada,negative
escoriadas,negative
escoriado,negative
escoriados,negative
escorraçada,negative
escorraçadas,negative
escorraçado,negative
escorraçados,negative
escorrega,negative
escorregadia,negative
escorregadias,negative
escorregadio,negative
escorregadios,negative
escorregado,negative
escorregai,negative
escorregais,negative
escorregam,negative
escorregámo,negative
escorregamo,negative
escorregámos,negative
escorregamos,negative
escorregando,negative
escorregar,negative
escorregará,negative
escorregara,negative
escorregaram,negative
escorregáramo,negative
escorregáramos,negative
escorregarão,negative
escorregarás,negative
escorregaras,negative
escorregardes,negative
escorregarei,negative
escorregareis,negative
escorregáreis,negative
escorregarem,negative
escorregaremos,negative
escorregares,negative
escorregaria,negative
escorregariam,negative
escorregaríamos,negative
escorregarias,negative
escorregaríeis,negative
escorregarmo,negative
escorregarmos,negative
escorregas,negative
escorregasse,negative
escorregásseis,negative
escorregassem,negative
escorregássemos,negative
escorregasses,negative
escorregaste,negative
escorregastes,negative
escorregava,negative
escorregavam,negative
escorregávamo,negative
escorregávamos,negative
escorregavas,negative
escorregáveis,negative
escorrego,negative
escorregou,negative
escorregue,negative
escorreguei,negative
escorregueis,negative
escorreguem,negative
escorreguemo,negative
escorreguemos,negative
escorregues,negative
escorreita,positive
escorreitas,positive
escorreito,positive
escorreitos,positive
escrachada,negative
escrachadas,negative
escrachado,negative
escrachados,negative
escravizada,negative
escravizadas,negative
escravizado,negative
escravizados,negative
escrupulosa,positive
escrupulosas,positive
escrupuloso,positive
escrupulosos,positive
esculachada,negative
esculachadas,negative
esculachado,negative
esculachados,negative
esculturais,positive
escultural,positive
escura,negative
escuras,negative
escuro,negative
escuros,negative
escusa,negative
escusada,negative
escusadas,negative
escusado,negative
escusados,negative
escusas,negative
escuso,negative
escusos,negative
esdrúxula,negative
esdrúxulas,negative
esdrúxulo,negative
esdrúxulos,negative
esfaimada,negative
esfaimadas,negative
esfaimado,negative
esfaimados,negative
esfalfada,negative
esfalfadas,negative
esfalfado,negative
esfalfados,negative
esfarrapada,negative
esfarrapadas,negative
esfarrapado,negative
esfarrapados,negative
esférica,negative
esféricas,negative
esférico,negative
esféricos,negative
esfíngica,negative
esfíngicas,negative
esfíngico,negative
esfíngicos,negative
esfomeada,negative
esfomeadas,negative
esfomeado,negative
esfomeados,negative
esforçada,positive
esforçadas,positive
esforçado,positive
esforçados,positive
esfuziante,positive
esfuziantes,positive
esgalgada,negative
esgalgadas,negative
esgalgado,negative
esgalgados,negative
esgana,neutral
esganá,neutral
esganação,negative
esganada,negative
esganadas,negative
esganado,negative
esganados,negative
esganai,neutral
esganais,neutral
esganam,neutral
esganámo,neutral
esganamo,neutral
esganámos,neutral
esganamos,neutral
esganando,neutral
esganar,neutral
esganará,neutral
esganara,neutral
esganaram,neutral
esganáramo,neutral
esganáramos,neutral
esganarão,neutral
esganarás,neutral
esganaras,neutral
esganarde,neutral
esganardes,neutral
esganare,neutral
esganarei,neutral
esganárei,neutral
esganareis,neutral
esganáreis,neutral
esganarem,neutral
esganaremos,neutral
esganares,neutral
esganaria,neutral
esganariam,neutral
esganaríamos,neutral
esganarias,neutral
esganaríeis,neutral
esganarmo,neutral
esganarmos,neutral
esganas,neutral
esganasse,neutral
esganásseis,neutral
esganassem,neutral
esganássemos,neutral
esganasses,neutral
esganaste,neutral
esganastes,neutral
esganava,neutral
esganavam,neutral
esganávamo,neutral
esganávamos,neutral
esganavas,neutral
esganávei,neutral
esganáveis,neutral
esgane,neutral
esganei,neutral
esganeis,neutral
esganem,neutral
esganemo,neutral
esganemos,neutral
esganes,neutral
esganiçada,negative
esganiçadas,negative
esganiçado,negative
esganiçados,negative
esgano,neutral
esganou,neutral
esgazeada,negative
esgazeadas,negative
esgazeado,negative
esgazeados,negative
esgazeamento,negative
esgota,neutral
esgotá,neutral
esgotada,negative
esgotadas,negative
esgotado,negative
esgotados,negative
esgotai,neutral
esgotais,neutral
esgotam,neutral
esgotamento,negative
esgotamentos,negative
esgotámo,neutral
esgotamo,neutral
esgotámos,neutral
esgotamos,neutral
esgotando,neutral
esgotante,negative
esgotantes,negative
esgotar,neutral
esgotará,neutral
esgotara,neutral
esgotaram,neutral
esgotáramo,neutral
esgotáramos,neutral
esgotarão,neutral
esgotarás,neutral
esgotaras,neutral
esgotarde,neutral
esgotardes,neutral
esgotare,neutral
esgotarei,neutral
esgotárei,neutral
esgotareis,neutral
esgotáreis,neutral
esgotarem,neutral
esgotaremos,neutral
esgotares,neutral
esgotaria,neutral
esgotariam,neutral
esgotaríamos,neutral
esgotarias,neutral
esgotaríeis,neutral
esgotarmo,neutral
esgotarmos,neutral
esgotas,neutral
esgotasse,neutral
esgotásseis,neutral
esgotassem,neutral
esgotássemos,neutral
esgotasses,neutral
esgotaste,neutral
esgotastes,neutral
esgotava,neutral
esgotavam,neutral
esgotávamo,neutral
esgotávamos,neutral
esgotavas,neutral
esgotávei,neutral
esgotáveis,neutral
esgote,neutral
esgotei,neutral
esgoteis,neutral
esgotem,neutral
esgotemo,neutral
esgotemos,neutral
esgotes,neutral
esgoto,neutral
esgotou,neutral
esgrouviada,negative
esgrouviadas,negative
esgrouviado,negative
esgrouviados,negative
esguedelhada,negative
esguedelhadas,negative
esguedelhado,negative
esguedelhados,negative
esguia,neutral
esguias,neutral
esguio,neutral
esguios,neutral
esmaga,neutral
esmagá,neutral
esmagada,negative
esmagadas,negative
esmagado,negative
esmagador,neutral
esmagadora,neutral
esmagadoras,neutral
esmagadores,neutral
esmagados,negative
esmagai,neutral
esmagais,neutral
esmagam,neutral
esmagámo,neutral
esmagamo,neutral
esmagámos,neutral
esmagamos,neutral
esmagando,neutral
esmagar,neutral
esmagará,neutral
esmagara,neutral
esmagaram,neutral
esmagáramo,neutral
esmagáramos,neutral
esmagarão,neutral
esmagarás,neutral
esmagaras,neutral
esmagarde,neutral
esmagardes,neutral
esmagare,neutral
esmagarei,neutral
esmagárei,neutral
esmagareis,neutral
esmagáreis,neutral
esmagarem,neutral
esmagaremos,neutral
esmagares,neutral
esmagaria,neutral
esmagariam,neutral
esmagaríamos,neutral
esmagarias,neutral
esmagaríeis,neutral
esmagarmo,neutral
esmagarmos,neutral
esmagas,neutral
esmagasse,neutral
esmagásseis,neutral
esmagassem,neutral
esmagássemos,neutral
esmagasses,neutral
esmagaste,neutral
esmagastes,neutral
esmagava,neutral
esmagavam,neutral
esmagávamo,neutral
esmagávamos,neutral
esmagavas,neutral
esmagávei,neutral
esmagáveis,neutral
esmago,neutral
esmagou,neutral
esmague,neutral
esmaguei,neutral
esmagueis,neutral
esmaguem,neutral
esmaguemo,neutral
esmaguemos,neutral
esmagues,neutral
esmera,positive
esmerá,positive
esmerada,positive
esmeradas,positive
esmerado,positive
esmerados,positive
esmerai,positive
esmerais,positive
esmeram,positive
esmerámo,positive
esmeramo,positive
esmerámos,positive
esmeramos,positive
esmerando,positive
esmerar,positive
esmerará,positive
esmerara,positive
esmeraram,positive
esmeráramo,positive
esmeráramos,positive
esmerarão,positive
esmerarás,positive
esmeraras,positive
esmerarde,positive
esmerardes,positive
esmerare,positive
esmerarei,positive
esmerárei,positive
esmerareis,positive
esmeráreis,positive
esmerarem,positive
esmeraremos,positive
esmerares,positive
esmeraria,positive
esmerariam,positive
esmeraríamos,positive
esmerarias,positive
esmeraríeis,positive
esmerarmo,positive
esmerarmos,positive
esmeras,positive
esmerasse,positive
esmerásseis,positive
esmerassem,positive
esmerássemos,positive
esmerasses,positive
esmeraste,positive
esmerastes,positive
esmerava,positive
esmeravam,positive
esmerávamo,positive
esmerávamos,positive
esmeravas,positive
esmerávei,positive
esmeráveis,positive
esmere,positive
esmerei,positive
esmereis,positive
esmerem,positive
esmeremo,positive
esmeremos,positive
esmeres,positive
esmero,positive
esmerou,positive
esmilhafrada,negative
esmilhafradas,negative
esmilhafrado,negative
esmilhafrados,negative
esmoler,positive
esmoleres,positive
esmoreça,negative
esmoreçais,negative
esmoreçam,negative
esmoreçamo,negative
esmoreçamos,negative
esmoreças,negative
esmorece,negative
esmorecei,negative
esmoreceis,negative
esmorecem,negative
esmorecemo,negative
esmorecemos,negative
esmorecendo,negative
esmorecer,negative
esmorecerá,negative
esmorecera,negative
esmoreceram,negative
esmorecêramo,negative
esmorecêramos,negative
esmorecerão,negative
esmorecerás,negative
esmoreceras,negative
esmorecerdes,negative
esmorecerei,negative
esmorecereis,negative
esmorecêreis,negative
esmorecerem,negative
esmoreceremos,negative
esmoreceres,negative
esmoreceria,negative
esmoreceriam,negative
esmoreceríamos,negative
esmorecerias,negative
esmoreceríeis,negative
esmorecermo,negative
esmorecermos,negative
esmoreces,negative
esmorecesse,negative
esmorecêsseis,negative
esmorecessem,negative
esmorecêssemos,negative
esmorecesses,negative
esmoreceste,negative
esmorecestes,negative
esmoreceu,negative
esmoreci,negative
esmorecia,negative
esmoreciam,negative
esmorecíamo,negative
esmorecíamos,negative
esmorecias,negative
esmorecida,negative
esmorecidas,negative
esmorecido,negative
esmorecidos,negative
esmorecíeis,negative
esmorecimento,negative
esmoreço,negative
esotérica,neutral
esotéricas,neutral
esotérico,neutral
esotéricos,neutral
espalhafato,negative
espalhafatos,negative
espalhafatosa,negative
espalhafatosas,negative
espalhafatoso,negative
espalhafatosos,negative
espalhanço,negative
espalhanços,negative
espampanante,negative
espampanantes,negative
espanca,neutral
espancá,neutral
espancada,negative
espancadas,negative
espancado,negative
espancados,negative
espancai,neutral
espancais,neutral
espancam,neutral
espancámo,neutral
espancamo,neutral
espancámos,neutral
espancamos,neutral
espancando,neutral
espancar,neutral
espancará,neutral
espancara,neutral
espancaram,neutral
espancáramo,neutral
espancáramos,neutral
espancarão,neutral
espancarás,neutral
espancaras,neutral
espancarde,neutral
espancardes,neutral
espancare,neutral
espancarei,neutral
espancárei,neutral
espancareis,neutral
espancáreis,neutral
espancarem,neutral
espancaremos,neutral
espancares,neutral
espancaria,neutral
espancariam,neutral
espancaríamos,neutral
espancarias,neutral
espancaríeis,neutral
espancarmo,neutral
espancarmos,neutral
espancas,neutral
espancasse,neutral
espancásseis,neutral
espancassem,neutral
espancássemos,neutral
espancasses,neutral
espancaste,neutral
espancastes,neutral
espancava,neutral
espancavam,neutral
espancávamo,neutral
espancávamos,neutral
espancavas,neutral
espancávei,neutral
espancáveis,neutral
espanco,neutral
espancou,neutral
espanque,neutral
espanquei,neutral
espanqueis,neutral
espanquem,neutral
espanquemo,neutral
espanquemos,neutral
espanques,neutral
espantosa,neutral
espantosas,neutral
espantoso,neutral
espantosos,neutral
esparramada,negative
esparramadas,negative
esparramado,negative
esparramados,negative
espartana,neutral
espartanas,neutral
espartano,neutral
espartanos,neutral
espatifada,negative
espatifadas,negative
espatifado,negative
espatifados,negative
espaventosa,negative
espaventosas,negative
espaventoso,negative
espaventosos,negative
espavorida,negative
espavoridas,negative
espavorido,negative
espavoridos,negative
especada,negative
especadas,negative
especado,negative
especados,negative
especiais,positive
especial,positive
especiosa,neutral
especiosas,neutral
especioso,neutral
especiosos,neutral
espectacular,positive
espectaculares,positive
espectrais,positive
espectral,positive
esperançada,positive
esperançadas,positive
esperançado,positive
esperançados,positive
esperançosa,positive
esperançosas,positive
esperançoso,positive
esperançosos,positive
esperta,neutral
espertalhão,negative
espertalhões,negative
espertalhona,negative
espertalhonas,negative
espertas,neutral
esperto,neutral
espertos,neutral
espetacular,positive
espetaculares,positive
espetaculosa,negative
espetaculosas,negative
espetaculoso,negative
espetaculosos,negative
espetada,negative
espetadas,negative
espetado,negative
espetados,negative
espevitada,positive
espevitadas,positive
espevitado,positive
espevitados,positive
espezinha,neutral
espezinhá,neutral
espezinhada,negative
espezinhadas,negative
espezinhado,negative
espezinhados,negative
espezinhai,neutral
espezinhais,neutral
espezinham,neutral
espezinhámo,neutral
espezinhamo,neutral
espezinhámos,neutral
espezinhamos,neutral
espezinhando,neutral
espezinhar,neutral
espezinhará,neutral
espezinhara,neutral
espezinharam,neutral
espezinháramo,neutral
espezinháramos,neutral
espezinharão,neutral
espezinharás,neutral
espezinharas,neutral
espezinharde,neutral
espezinhardes,neutral
espezinhare,neutral
espezinharei,neutral
espezinhárei,neutral
espezinhareis,neutral
espezinháreis,neutral
espezinharem,neutral
espezinharemos,neutral
